,n_features,marker,algo,Pearson,Spearman,Pvalue(Pearson),Pvalue(Spearman),MAPE,Method
Linear Regression_165Ho_3NT_(Ho165Di)_shap_40,40.0,165Ho_3NT_(Ho165Di),Linear Regression,0.15194006549613265,0.11351351351351353,0.37636228263031557,0.509779996281043,0.3578050621497966,shap
Linear Regression_165Ho_3NT_(Ho165Di)_shap_60,60.0,165Ho_3NT_(Ho165Di),Linear Regression,0.03597555200573313,0.0036036036036036037,0.8349925900241754,0.9833584577149312,0.2605828984999752,shap
Linear Regression_165Ho_3NT_(Ho165Di)_shap_61,61.0,165Ho_3NT_(Ho165Di),Linear Regression,0.020889960368568602,-0.023680823680823682,0.9037469989858031,0.8909599919775237,0.2669623124724867,shap
Linear Regression_166Er_PrP_CD230_(Er166Di)_shap_5,5.0,166Er_PrP_CD230_(Er166Di),Linear Regression,0.3216108266746564,0.4064350064350065,0.05578287499688606,0.013902599789975127,0.4644369022886705,shap
Linear Regression_166Er_PrP_CD230_(Er166Di)_shap_10,10.0,166Er_PrP_CD230_(Er166Di),Linear Regression,0.006394748432778041,-0.007207207207207207,0.9704732673353224,0.9667238292927838,0.6535642757069101,shap
Linear Regression_166Er_PrP_CD230_(Er166Di)_shap_20,20.0,166Er_PrP_CD230_(Er166Di),Linear Regression,0.09499622514190606,0.13462033462033463,0.5815577629970923,0.4337508942024785,0.7426017738952914,shap
Linear Regression_166Er_PrP_CD230_(Er166Di)_shap_40,40.0,166Er_PrP_CD230_(Er166Di),Linear Regression,0.09654089137125818,0.038610038610038616,0.5754018098627594,0.8230936544982447,1.1378967931431383,shap
Linear Regression_166Er_PrP_CD230_(Er166Di)_shap_60,60.0,166Er_PrP_CD230_(Er166Di),Linear Regression,-0.35435652650697225,-0.3464607464607465,0.03396775972423044,0.03845211998552963,1.5537151710862287,shap
Linear Regression_166Er_PrP_CD230_(Er166Di)_shap_61,61.0,166Er_PrP_CD230_(Er166Di),Linear Regression,-0.37589653808374357,-0.37168597168597167,0.02386098241623042,0.02561127792591547,1.5671994455795213,shap
Linear Regression_167Er_ApoE_(Er167Di)_shap_5,5.0,167Er_ApoE_(Er167Di),Linear Regression,0.018522327717081392,0.08751608751608753,0.9146137275054631,0.6117755602203854,0.10912769816757428,shap
Linear Regression_167Er_ApoE_(Er167Di)_shap_10,10.0,167Er_ApoE_(Er167Di),Linear Regression,0.2694447467211943,0.4074646074646075,0.11202353101569516,0.013640129503969294,0.1066198147715309,shap
Linear Regression_167Er_ApoE_(Er167Di)_shap_20,20.0,167Er_ApoE_(Er167Di),Linear Regression,0.6033382312060094,0.6218790218790219,9.816131237317947e-05,5.15084003789008e-05,0.09278635894569699,shap
Linear Regression_167Er_ApoE_(Er167Di)_shap_40,40.0,167Er_ApoE_(Er167Di),Linear Regression,0.6566259100863487,0.5492921492921493,1.3671687615465072e-05,0.0005213195933704922,0.09528861033475163,shap
Linear Regression_167Er_ApoE_(Er167Di)_shap_60,60.0,167Er_ApoE_(Er167Di),Linear Regression,-0.0406317942172222,-0.07284427284427285,0.8139883125797525,0.672877198827804,0.1650265420665686,shap
Linear Regression_167Er_ApoE_(Er167Di)_shap_61,61.0,167Er_ApoE_(Er167Di),Linear Regression,-0.08000458653431942,-0.09343629343629345,0.642768651210807,0.5878042254551191,0.1729775252819352,shap
Linear Regression_168Er_b-Amyloid_X40_(Er168Di)_shap_5,5.0,168Er_b-Amyloid_X40_(Er168Di),Linear Regression,0.33486718833973433,0.40308880308880307,0.045895839196048296,0.014785215843499558,0.13019854805113992,shap
Linear Regression_168Er_b-Amyloid_X40_(Er168Di)_shap_10,10.0,168Er_b-Amyloid_X40_(Er168Di),Linear Regression,0.563291049001176,0.5238095238095238,0.0003476834967307093,0.0010429485052343267,0.12353554677966705,shap
Linear Regression_168Er_b-Amyloid_X40_(Er168Di)_shap_20,20.0,168Er_b-Amyloid_X40_(Er168Di),Linear Regression,0.6097472648477815,0.5904761904761905,7.890665848349126e-05,0.0001500496780108511,0.12936917370935214,shap
Linear Regression_168Er_b-Amyloid_X40_(Er168Di)_shap_40,40.0,168Er_b-Amyloid_X40_(Er168Di),Linear Regression,0.2772677870710241,0.1564993564993565,0.10159411263752557,0.36203653246578527,0.22502822551429352,shap
Linear Regression_168Er_b-Amyloid_X40_(Er168Di)_shap_60,60.0,168Er_b-Amyloid_X40_(Er168Di),Linear Regression,0.11668325827658593,-0.01776061776061776,0.4979539873936524,0.9181130877192567,0.19938234222995743,shap
Linear Regression_168Er_b-Amyloid_X40_(Er168Di)_shap_61,61.0,168Er_b-Amyloid_X40_(Er168Di),Linear Regression,0.1153271074072922,0.0064350064350064354,0.5029965220475254,0.9702874642561805,0.19949138121485088,shap
Linear Regression_169Tm_GAD65_(Tm169Di)_shap_5,5.0,169Tm_GAD65_(Tm169Di),Linear Regression,-0.05012836988683045,-0.0501930501930502,0.7715576331956759,0.771270718337298,0.13173973620597612,shap
Linear Regression_169Tm_GAD65_(Tm169Di)_shap_10,10.0,169Tm_GAD65_(Tm169Di),Linear Regression,-0.02886719587778893,0.07438867438867439,0.8672715477272439,0.6663385871267641,0.14860349921674074,shap
Linear Regression_169Tm_GAD65_(Tm169Di)_shap_20,20.0,169Tm_GAD65_(Tm169Di),Linear Regression,0.18011370499677998,0.22625482625482626,0.2931804411125932,0.1845409921991475,0.18861191171370328,shap
Linear Regression_169Tm_GAD65_(Tm169Di)_shap_40,40.0,169Tm_GAD65_(Tm169Di),Linear Regression,-0.24295238899028945,-0.21389961389961393,0.15335995585833073,0.2103284520164885,0.4047404960848452,shap
Linear Regression_169Tm_GAD65_(Tm169Di)_shap_60,60.0,169Tm_GAD65_(Tm169Di),Linear Regression,-0.41098284217150705,-0.4468468468468469,0.012774558566988108,0.00629283286904946,0.3522969456228502,shap
Linear Regression_169Tm_GAD65_(Tm169Di)_shap_61,61.0,169Tm_GAD65_(Tm169Di),Linear Regression,-0.42575039022379063,-0.48108108108108116,0.009629558051155096,0.0029757965380076148,0.3593022683510892,shap
Linear Regression_170Er_GAMT_2_(Er170Di)_shap_5,5.0,170Er_GAMT_2_(Er170Di),Linear Regression,0.5065545635999958,0.4828828828828829,0.0016189203193250619,0.0028546759232211828,0.07765231728006011,shap
Linear Regression_170Er_GAMT_2_(Er170Di)_shap_10,10.0,170Er_GAMT_2_(Er170Di),Linear Regression,0.4355149860385363,0.32329472329472336,0.007934179515223686,0.054440349629017726,0.08878488025165253,shap
Linear Regression_170Er_GAMT_2_(Er170Di)_shap_20,20.0,170Er_GAMT_2_(Er170Di),Linear Regression,0.6370011398988246,0.6275418275418276,2.9502783990355552e-05,4.195073427134807e-05,0.07216514100344013,shap
Linear Regression_170Er_GAMT_2_(Er170Di)_shap_40,40.0,170Er_GAMT_2_(Er170Di),Linear Regression,0.6034762426819011,0.6401544401544401,9.770567419104674e-05,2.6167341429581655e-05,0.08318887962664494,shap
Linear Regression_170Er_GAMT_2_(Er170Di)_shap_60,60.0,170Er_GAMT_2_(Er170Di),Linear Regression,0.538509101685224,0.5513513513513514,0.000703792196583788,0.0004917116984935161,0.0743932156122056,shap
Linear Regression_170Er_GAMT_2_(Er170Di)_shap_61,61.0,170Er_GAMT_2_(Er170Di),Linear Regression,0.48591674692763825,0.4844272844272845,0.0026604249812041338,0.002754300532091931,0.08085689804147494,shap
Linear Regression_171Yb_LC3B_(Yb171Di)_shap_5,5.0,171Yb_LC3B_(Yb171Di),Linear Regression,0.002720975102657971,-0.02625482625482626,0.9874340867388223,0.8791904727183318,0.10735322757246632,shap
Linear Regression_171Yb_LC3B_(Yb171Di)_shap_10,10.0,171Yb_LC3B_(Yb171Di),Linear Regression,0.20767783499865028,0.12406692406692407,0.22421508203230875,0.4709569451525698,0.10177445480054893,shap
Linear Regression_171Yb_LC3B_(Yb171Di)_shap_20,20.0,171Yb_LC3B_(Yb171Di),Linear Regression,0.2519820061738226,0.19845559845559846,0.1381867546521405,0.24592832224250555,0.12702543546623715,shap
Linear Regression_171Yb_LC3B_(Yb171Di)_shap_40,40.0,171Yb_LC3B_(Yb171Di),Linear Regression,0.09846373477612862,0.10630630630630632,0.5677800776908535,0.5371819473537451,0.22892708866664918,shap
Linear Regression_171Yb_LC3B_(Yb171Di)_shap_60,60.0,171Yb_LC3B_(Yb171Di),Linear Regression,0.10770082778137662,-0.012612612612612614,0.5318253252148044,0.9417999523635008,0.17021321795302674,shap
Linear Regression_171Yb_LC3B_(Yb171Di)_shap_61,61.0,171Yb_LC3B_(Yb171Di),Linear Regression,0.09843606972520598,-0.007722007722007722,0.5678894078603429,0.9643484210348735,0.17161030712849182,shap
Linear Regression_173Yb_APP_(Yb173Di)_shap_5,5.0,173Yb_APP_(Yb173Di),Linear Regression,0.14188858111066277,0.1433719433719434,0.40910197873293747,0.40417120207403423,0.20692442042839151,shap
Linear Regression_173Yb_APP_(Yb173Di)_shap_10,10.0,173Yb_APP_(Yb173Di),Linear Regression,0.4938682542870399,0.6097812097812099,0.0022050067449795006,7.881446693896366e-05,0.17929344392054467,shap
Linear Regression_173Yb_APP_(Yb173Di)_shap_20,20.0,173Yb_APP_(Yb173Di),Linear Regression,0.3649141543028639,0.4015444015444016,0.028647829489141054,0.015208206771414639,0.23896525358832296,shap
Linear Regression_173Yb_APP_(Yb173Di)_shap_40,40.0,173Yb_APP_(Yb173Di),Linear Regression,0.1035296670217055,0.11891891891891891,0.547924044379785,0.48969764764469015,0.3329060372462402,shap
Linear Regression_173Yb_APP_(Yb173Di)_shap_60,60.0,173Yb_APP_(Yb173Di),Linear Regression,-0.3870043381279124,-0.4012870012870014,0.01971320880850641,0.0152796848102779,0.48099054122346924,shap
Linear Regression_173Yb_APP_(Yb173Di)_shap_61,61.0,173Yb_APP_(Yb173Di),Linear Regression,-0.39424418611140577,-0.40720720720720727,0.017347871438196986,0.013705352086712747,0.48721791441043116,shap
Linear Regression_174Yb_K48-Ubiquitin_(Yb174Di)_shap_5,5.0,174Yb_K48-Ubiquitin_(Yb174Di),Linear Regression,0.6409185044951499,0.6821106821106822,2.5412458656724833e-05,4.617652246406164e-06,0.09292589762433352,shap
Linear Regression_174Yb_K48-Ubiquitin_(Yb174Di)_shap_10,10.0,174Yb_K48-Ubiquitin_(Yb174Di),Linear Regression,0.6969174413704711,0.8041184041184041,2.3367019226423694e-06,3.481063631980919e-09,0.09098045153020774,shap
Linear Regression_174Yb_K48-Ubiquitin_(Yb174Di)_shap_20,20.0,174Yb_K48-Ubiquitin_(Yb174Di),Linear Regression,0.6956495571426322,0.7153153153153153,2.480941565156672e-06,9.45533876918281e-07,0.12002204853018071,shap
Linear Regression_174Yb_K48-Ubiquitin_(Yb174Di)_shap_40,40.0,174Yb_K48-Ubiquitin_(Yb174Di),Linear Regression,0.33563614004755266,0.4211068211068212,0.045368714977229094,0.010538306192466537,0.17257256299586785,shap
Linear Regression_174Yb_K48-Ubiquitin_(Yb174Di)_shap_60,60.0,174Yb_K48-Ubiquitin_(Yb174Di),Linear Regression,0.20649747361339138,0.2447876447876448,0.226918578024089,0.15018214205030084,0.18938580375143074,shap
Linear Regression_174Yb_K48-Ubiquitin_(Yb174Di)_shap_61,61.0,174Yb_K48-Ubiquitin_(Yb174Di),Linear Regression,0.1953045729720156,0.2453024453024453,0.25365933486985726,0.14929942111692057,0.1916307434282344,shap
Linear Regression_176Lu_SLC6A8_(Lu176Di)_shap_5,5.0,176Lu_SLC6A8_(Lu176Di),Linear Regression,0.41340468177802425,0.4427284427284427,0.012206087038926216,0.006851951796456771,0.07669327708976115,shap
Linear Regression_176Lu_SLC6A8_(Lu176Di)_shap_10,10.0,176Lu_SLC6A8_(Lu176Di),Linear Regression,0.35732048130516136,0.4504504504504505,0.032398765582978085,0.005836218520921976,0.08717062345919299,shap
Linear Regression_176Lu_SLC6A8_(Lu176Di)_shap_20,20.0,176Lu_SLC6A8_(Lu176Di),Linear Regression,0.5372655788895124,0.4965250965250966,0.0007281093496424399,0.0020688534245642217,0.08296431077167529,shap
Linear Regression_176Lu_SLC6A8_(Lu176Di)_shap_40,40.0,176Lu_SLC6A8_(Lu176Di),Linear Regression,0.5114828050456872,0.4803088803088803,0.001431199659960122,0.003029060131133132,0.10047295451249708,shap
Linear Regression_176Lu_SLC6A8_(Lu176Di)_shap_60,60.0,176Lu_SLC6A8_(Lu176Di),Linear Regression,0.06935065057202926,-0.025997425997425997,0.6877551387525802,0.8803663200683816,0.13628660333520207,shap
Linear Regression_176Lu_SLC6A8_(Lu176Di)_shap_61,61.0,176Lu_SLC6A8_(Lu176Di),Linear Regression,0.06797528047172802,-0.036036036036036036,0.6936444890537303,0.834718991919436,0.13651503058560452,shap
Decision Tree_89Y_EAAT1_(Y89Di)_shap_5,5.0,89Y_EAAT1_(Y89Di),Decision Tree,0.40733305712296153,0.4566280566280566,0.013673430230333327,0.005119634841356253,0.1601063575179618,shap
Decision Tree_89Y_EAAT1_(Y89Di)_shap_10,10.0,89Y_EAAT1_(Y89Di),Decision Tree,0.01565727107896278,0.11325611325611327,0.9277837158675446,0.5107464541757045,0.22419284669140044,shap
Decision Tree_89Y_EAAT1_(Y89Di)_shap_20,20.0,89Y_EAAT1_(Y89Di),Decision Tree,-0.22182091856789354,-0.01698841698841699,0.1935245090815818,0.9216621904989288,0.2236908744909474,shap
Decision Tree_89Y_EAAT1_(Y89Di)_shap_40,40.0,89Y_EAAT1_(Y89Di),Decision Tree,-0.06362390052783788,-0.007722007722007722,0.7123924355896185,0.9643484210348735,0.2235913880483789,shap
Decision Tree_89Y_EAAT1_(Y89Di)_shap_60,60.0,89Y_EAAT1_(Y89Di),Decision Tree,-0.0026735196300073406,0.12175032175032177,0.9876532271070468,0.47934313234471915,0.22446447098939556,shap
Decision Tree_89Y_EAAT1_(Y89Di)_shap_61,61.0,89Y_EAAT1_(Y89Di),Decision Tree,-0.030884815355823218,0.10682110682110685,0.8580857139356474,0.5352014890230676,0.21226131024984007,shap
Decision Tree_113In_VMAT2_(In113Di)_shap_5,5.0,113In_VMAT2_(In113Di),Decision Tree,0.22814434990241617,0.38223938223938225,0.18080366534951667,0.021412165984882894,0.20648946010272196,shap
Decision Tree_113In_VMAT2_(In113Di)_shap_10,10.0,113In_VMAT2_(In113Di),Decision Tree,0.040660803602810915,0.2728442728442729,0.8138578351005015,0.10739656103646812,0.169783542554767,shap
Decision Tree_113In_VMAT2_(In113Di)_shap_20,20.0,113In_VMAT2_(In113Di),Decision Tree,-0.12569793807155527,0.12792792792792793,0.46509933999349545,0.4571536079406098,0.24463544774704898,shap
Decision Tree_113In_VMAT2_(In113Di)_shap_40,40.0,113In_VMAT2_(In113Di),Decision Tree,-0.1051424430579394,0.04993564993564994,0.5416723005219629,0.7724126949061765,0.22752467217951391,shap
Decision Tree_113In_VMAT2_(In113Di)_shap_60,60.0,113In_VMAT2_(In113Di),Decision Tree,-0.21783143230739016,-0.09086229086229086,0.20186588815591705,0.5981755891094279,0.309857399529883,shap
Decision Tree_113In_VMAT2_(In113Di)_shap_61,61.0,113In_VMAT2_(In113Di),Decision Tree,-0.22473581101875975,-0.13487773487773488,0.1875848256277705,0.43286421559869503,0.28571852200481296,shap
Decision Tree_115In_Synaptobrevin2_(In115Di)_shap_5,5.0,115In_Synaptobrevin2_(In115Di),Decision Tree,0.20275896383703987,0.30167310167310174,0.2356273950243778,0.07376348374162607,0.1640015795448012,shap
Decision Tree_115In_Synaptobrevin2_(In115Di)_shap_10,10.0,115In_Synaptobrevin2_(In115Di),Decision Tree,0.07293818693767423,0.23063063063063063,0.672478908685034,0.17596821609059968,0.18701653010612593,shap
Decision Tree_115In_Synaptobrevin2_(In115Di)_shap_20,20.0,115In_Synaptobrevin2_(In115Di),Decision Tree,0.048258851496294664,-0.042728442728442735,0.7798633698553943,0.8045709817484887,0.21911127409743064,shap
Decision Tree_115In_Synaptobrevin2_(In115Di)_shap_40,40.0,115In_Synaptobrevin2_(In115Di),Decision Tree,-0.1641111902036652,-0.2836550836550837,0.3388589673260636,0.09364034308608996,0.2636220422832323,shap
Decision Tree_115In_Synaptobrevin2_(In115Di)_shap_60,60.0,115In_Synaptobrevin2_(In115Di),Decision Tree,-0.24753039836794047,-0.27541827541827546,0.14552275178605356,0.10399045821357918,0.2717878344853375,shap
Decision Tree_115In_Synaptobrevin2_(In115Di)_shap_61,61.0,115In_Synaptobrevin2_(In115Di),Decision Tree,-0.22144840011689648,-0.2725868725868726,0.19429298777814963,0.1077417572465012,0.2539120169230001,shap
Decision Tree_141Pr_LRRK2_(Pr141Di)_shap_5,5.0,141Pr_LRRK2_(Pr141Di),Decision Tree,0.4294183443028437,0.4211068211068212,0.008959708467136084,0.010538306192466537,0.08466202449793253,shap
Decision Tree_141Pr_LRRK2_(Pr141Di)_shap_10,10.0,141Pr_LRRK2_(Pr141Di),Decision Tree,0.5106035215709548,0.3709137709137709,0.0014632165879522635,0.02594350432774892,0.07887031367649194,shap
Decision Tree_141Pr_LRRK2_(Pr141Di)_shap_20,20.0,141Pr_LRRK2_(Pr141Di),Decision Tree,0.4895151939270651,0.45920205920205925,0.002445058805626011,0.004844261152002383,0.08618926239197706,shap
Decision Tree_141Pr_LRRK2_(Pr141Di)_shap_40,40.0,141Pr_LRRK2_(Pr141Di),Decision Tree,0.1324859521912944,0.03371943371943372,0.4411418177458011,0.8452114484003364,0.09698568215323487,shap
Decision Tree_141Pr_LRRK2_(Pr141Di)_shap_60,60.0,141Pr_LRRK2_(Pr141Di),Decision Tree,0.4035240104175895,0.209009009009009,0.014667821926091666,0.22119264566185382,0.09116717742648583,shap
Decision Tree_141Pr_LRRK2_(Pr141Di)_shap_61,61.0,141Pr_LRRK2_(Pr141Di),Decision Tree,0.4153428730756977,0.25585585585585585,0.011766694825956388,0.1320275165773926,0.08932191156256651,shap
Decision Tree_142Nd_a-Synuclein_(Nd142Di)_shap_5,5.0,142Nd_a-Synuclein_(Nd142Di),Decision Tree,0.18959252714474423,0.13693693693693695,0.2680817820135804,0.4258069563519761,0.17141061815553155,shap
Decision Tree_142Nd_a-Synuclein_(Nd142Di)_shap_10,10.0,142Nd_a-Synuclein_(Nd142Di),Decision Tree,-0.011642966939770823,0.13642213642213644,0.9462675807862801,0.42756523123030576,0.20723671168763602,shap
Decision Tree_142Nd_a-Synuclein_(Nd142Di)_shap_20,20.0,142Nd_a-Synuclein_(Nd142Di),Decision Tree,0.16229888148421293,0.16447876447876447,0.3442930191325893,0.337763275770512,0.18797859577505985,shap
Decision Tree_142Nd_a-Synuclein_(Nd142Di)_shap_40,40.0,142Nd_a-Synuclein_(Nd142Di),Decision Tree,-0.0449318130694312,0.1003861003861004,0.7947034254532335,0.5602067081657439,0.21013182891249113,shap
Decision Tree_142Nd_a-Synuclein_(Nd142Di)_shap_60,60.0,142Nd_a-Synuclein_(Nd142Di),Decision Tree,-0.08916923394215566,-0.005662805662805663,0.6050403165792044,0.9738516659471731,0.21427342169262956,shap
Decision Tree_142Nd_a-Synuclein_(Nd142Di)_shap_61,61.0,142Nd_a-Synuclein_(Nd142Di),Decision Tree,-0.09707828208475443,0.0020592020592020595,0.5732670669210871,0.9904901037157099,0.21511964592335223,shap
Decision Tree_143Nd_GFAP_(Nd143Di)_shap_5,5.0,143Nd_GFAP_(Nd143Di),Decision Tree,0.5132629341236694,0.5794079794079795,0.0013682620806679579,0.00021315854641739275,0.2999110268631737,shap
Decision Tree_143Nd_GFAP_(Nd143Di)_shap_10,10.0,143Nd_GFAP_(Nd143Di),Decision Tree,0.5792854670530745,0.5855855855855856,0.00021397342869162322,0.00017550281155637038,0.2518385009424603,shap
Decision Tree_143Nd_GFAP_(Nd143Di)_shap_20,20.0,143Nd_GFAP_(Nd143Di),Decision Tree,0.33484568271411835,0.3701415701415702,0.04591065202368967,0.026279280300842128,0.3735020887024965,shap
Decision Tree_143Nd_GFAP_(Nd143Di)_shap_40,40.0,143Nd_GFAP_(Nd143Di),Decision Tree,0.4550459586226212,0.5111969111969112,0.005295508465413892,0.001441541478429705,0.3148771556516914,shap
Decision Tree_143Nd_GFAP_(Nd143Di)_shap_60,60.0,143Nd_GFAP_(Nd143Di),Decision Tree,0.27575044009195976,0.3124839124839125,0.10355695506931423,0.06352407650368556,0.3954658258878601,shap
Decision Tree_143Nd_GFAP_(Nd143Di)_shap_61,61.0,143Nd_GFAP_(Nd143Di),Decision Tree,0.29930021477464264,0.3258687258687259,0.07617450598395123,0.05243803861101635,0.38535966470416466,shap
Decision Tree_144Nd_PARKIN_(Nd144Di)_shap_5,5.0,144Nd_PARKIN_(Nd144Di),Decision Tree,0.5357166709838345,0.5974259974259974,0.0007594381451927824,0.00011957242487501507,0.08298084820567521,shap
Decision Tree_144Nd_PARKIN_(Nd144Di)_shap_10,10.0,144Nd_PARKIN_(Nd144Di),Decision Tree,0.4772083422135847,0.4880308880308881,0.0032513705368867334,0.00253197487102085,0.09085448138238475,shap
Decision Tree_144Nd_PARKIN_(Nd144Di)_shap_20,20.0,144Nd_PARKIN_(Nd144Di),Decision Tree,0.39994979524507074,0.39021879021879025,0.015655576362965575,0.018631794483734462,0.10121558649529473,shap
Decision Tree_144Nd_PARKIN_(Nd144Di)_shap_40,40.0,144Nd_PARKIN_(Nd144Di),Decision Tree,0.31033369337392624,0.27052767052767057,0.06546571743047153,0.11053359832654279,0.11364284706087097,shap
Decision Tree_144Nd_PARKIN_(Nd144Di)_shap_60,60.0,144Nd_PARKIN_(Nd144Di),Decision Tree,0.21637787234947997,0.25199485199485205,0.2049663498276394,0.13816598703814836,0.11695927256418887,shap
Decision Tree_144Nd_PARKIN_(Nd144Di)_shap_61,61.0,144Nd_PARKIN_(Nd144Di),Decision Tree,0.23233321313596839,0.23063063063063063,0.17271052346662644,0.17596821609059968,0.11638082006034095,shap
Decision Tree_146Nd_Casp3_Acti_(Nd146Di)_shap_5,5.0,146Nd_Casp3_Acti_(Nd146Di),Decision Tree,0.3518344844811754,0.1933075933075933,0.03535116889081843,0.258641663499873,0.2894219355454639,shap
Decision Tree_146Nd_Casp3_Acti_(Nd146Di)_shap_10,10.0,146Nd_Casp3_Acti_(Nd146Di),Decision Tree,0.1307200424994423,0.05353925353925355,0.44730851660433313,0.7564688992803434,0.3472818664364341,shap
Decision Tree_146Nd_Casp3_Acti_(Nd146Di)_shap_20,20.0,146Nd_Casp3_Acti_(Nd146Di),Decision Tree,0.14190687009163355,-0.056885456885456896,0.4090409778217412,0.7417519353168036,0.33370665006651884,shap
Decision Tree_146Nd_Casp3_Acti_(Nd146Di)_shap_40,40.0,146Nd_Casp3_Acti_(Nd146Di),Decision Tree,-0.04932415217217305,-0.30682110682110686,0.7751275373890825,0.06873775655385697,0.3561557920828036,shap
Decision Tree_146Nd_Casp3_Acti_(Nd146Di)_shap_60,60.0,146Nd_Casp3_Acti_(Nd146Di),Decision Tree,-0.047124213701280615,-0.2839124839124839,0.7849160343955672,0.09333012133155742,0.3508135132420602,shap
Decision Tree_146Nd_Casp3_Acti_(Nd146Di)_shap_61,61.0,146Nd_Casp3_Acti_(Nd146Di),Decision Tree,-0.039928213214726026,-0.26640926640926643,0.8171543582615304,0.11628049382714259,0.34716811428916916,shap
Decision Tree_147Sm_BIN1_(Sm147Di)_shap_5,5.0,147Sm_BIN1_(Sm147Di),Decision Tree,0.1060809197297321,0.058429858429858435,0.5380501243429122,0.7349894427583109,0.17645843965474556,shap
Decision Tree_147Sm_BIN1_(Sm147Di)_shap_10,10.0,147Sm_BIN1_(Sm147Di),Decision Tree,0.09767060495138392,0.09369369369369371,0.5709182753933858,0.5867714738199759,0.18478171349886333,shap
Decision Tree_147Sm_BIN1_(Sm147Di)_shap_20,20.0,147Sm_BIN1_(Sm147Di),Decision Tree,0.09533674600842645,0.1003861003861004,0.5801981619518324,0.5602067081657439,0.17979686529428257,shap
Decision Tree_147Sm_BIN1_(Sm147Di)_shap_40,40.0,147Sm_BIN1_(Sm147Di),Decision Tree,-0.3372044673542296,-0.2924066924066924,0.0443087137791517,0.08352789517705797,0.21202033175825724,shap
Decision Tree_147Sm_BIN1_(Sm147Di)_shap_60,60.0,147Sm_BIN1_(Sm147Di),Decision Tree,-0.45714078038629014,-0.39279279279279283,0.005063730030006227,0.017801983522913033,0.21333507259348666,shap
Decision Tree_147Sm_BIN1_(Sm147Di)_shap_61,61.0,147Sm_BIN1_(Sm147Di),Decision Tree,-0.38356197963943695,-0.34671814671814677,0.02092882218057917,0.03829871574392659,0.21600262301367554,shap
Decision Tree_149Sm_TMEM230_C20orf30_(Sm149Di)_shap_5,5.0,149Sm_TMEM230_C20orf30_(Sm149Di),Decision Tree,0.4515801687046954,0.4314028314028315,0.0056990739521162355,0.008614156639988095,0.13976511072730952,shap
Decision Tree_149Sm_TMEM230_C20orf30_(Sm149Di)_shap_10,10.0,149Sm_TMEM230_C20orf30_(Sm149Di),Decision Tree,0.3482278711136693,0.39588159588159594,0.037408929113440244,0.016847241760859312,0.15006223967662702,shap
Decision Tree_149Sm_TMEM230_C20orf30_(Sm149Di)_shap_20,20.0,149Sm_TMEM230_C20orf30_(Sm149Di),Decision Tree,0.31604800467872185,0.26924066924066925,0.06040606484505538,0.11230599534002032,0.1538273228392764,shap
Decision Tree_149Sm_TMEM230_C20orf30_(Sm149Di)_shap_40,40.0,149Sm_TMEM230_C20orf30_(Sm149Di),Decision Tree,0.1486984889858052,0.10553410553410554,0.3867477875632034,0.54015921452309,0.16841618244194828,shap
Decision Tree_149Sm_TMEM230_C20orf30_(Sm149Di)_shap_60,60.0,149Sm_TMEM230_C20orf30_(Sm149Di),Decision Tree,0.08898004487018832,0.007464607464607464,0.6058094995855541,0.9655360886490783,0.17709910010430463,shap
Decision Tree_149Sm_TMEM230_C20orf30_(Sm149Di)_shap_61,61.0,149Sm_TMEM230_C20orf30_(Sm149Di),Decision Tree,0.18609032883668664,0.08056628056628058,0.2771854601547339,0.6404295357452503,0.17178285668695656,shap
Decision Tree_151Eu_CD47_(Eu151Di)_shap_5,5.0,151Eu_CD47_(Eu151Di),Decision Tree,0.5262268229418287,0.4828828828828829,0.0009788130934757656,0.0028546759232211828,0.03917451622145731,shap
Decision Tree_151Eu_CD47_(Eu151Di)_shap_10,10.0,151Eu_CD47_(Eu151Di),Decision Tree,0.2921697352913631,0.4038610038610039,0.0837900811450013,0.014577460216258166,0.043759087509310686,shap
Decision Tree_151Eu_CD47_(Eu151Di)_shap_20,20.0,151Eu_CD47_(Eu151Di),Decision Tree,0.22389532991944583,0.22419562419562422,0.18928412536093703,0.18867574542449125,0.04356067906569049,shap
Decision Tree_151Eu_CD47_(Eu151Di)_shap_40,40.0,151Eu_CD47_(Eu151Di),Decision Tree,-0.22070373532184495,-0.2460746460746461,0.19583558276999682,0.14798243866375735,0.0565577034897998,shap
Decision Tree_151Eu_CD47_(Eu151Di)_shap_60,60.0,151Eu_CD47_(Eu151Di),Decision Tree,0.08652264247846808,0.10270270270270271,0.615838230619362,0.5511428313526587,0.04553450520775907,shap
Decision Tree_151Eu_CD47_(Eu151Di)_shap_61,61.0,151Eu_CD47_(Eu151Di),Decision Tree,0.04092619108905676,0.07850707850707851,0.812664413232683,0.6490213690532615,0.04931930595726997,shap
Decision Tree_152Sm_GATM_1_(Sm152Di)_shap_5,5.0,152Sm_GATM_1_(Sm152Di),Decision Tree,0.3699711485125025,0.3500643500643501,0.026353865643080433,0.03634928635530528,0.307934897796729,shap
Decision Tree_152Sm_GATM_1_(Sm152Di)_shap_10,10.0,152Sm_GATM_1_(Sm152Di),Decision Tree,0.2492635177448236,0.12097812097812098,0.1426335583896272,0.4821557192146123,0.334015945817977,shap
